;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Taxa de desemprego - Brasil;;;
Taxa de desemprego 16a e+ segundo Município;;;
Período: 2000;;;
Município;Taxa de desemprego 16a e+;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. Taxa de desemprego: Percentual da população de 16 anos e mais, economicamente ativa, desocupada.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
315030 PIEDADE DO RIO GRANDE;5,22;;
315040 PIEDADE DOS GERAIS;5,85;;
315050 PIMENTA;3,73;;
315053 PINGO-D'AGUA;11,11;;
315057 PINTOPOLIS;10,22;;
315060 PIRACEMA;5,1;;
315070 PIRAJUBA;1,95;;
315080 PIRANGA;5,91;;
315090 PIRANGUCU;8,28;;
315100 PIRANGUINHO;8,87;;
315110 PIRAPETINGA;11,17;;
315120 PIRAPORA;23,42;;
315130 PIRAUBA;12,44;;
315140 PITANGUI;12,97;;
315150 PIUMHI;6,66;;
315160 PLANURA;11,3;;
315170 POCO FUNDO;2,61;;
315180 POCOS DE CALDAS;11,63;;
315190 POCRANE;5,63;;
315200 POMPEU;10,7;;
315210 PONTE NOVA;16,76;;
315213 PONTO CHIQUE;12,5;;
315217 PONTO DOS VOLANTES;12,01;;
315220 PORTEIRINHA;9,54;;
315230 PORTO FIRME;8,33;;
315240 POTE;16,94;;
315250 POUSO ALEGRE;12,44;;
315260 POUSO ALTO;9,78;;
315270 PRADOS;5,73;;
315280 PRATA;7,04;;
315290 PRATAPOLIS;6,92;;
315300 PRATINHA;2,57;;
315310 PRESIDENTE BERNARDES;4,02;;
315320 PRESIDENTE JUSCELINO;14,88;;
315330 PRESIDENTE KUBITSCHEK;9,97;;
315340 PRESIDENTE OLEGARIO;4,65;;
315350 ALTO JEQUITIBA;3,17;;
315360 PRUDENTE DE MORAIS;16,39;;
315370 QUARTEL GERAL;19,55;;
315380 QUELUZITO;3,46;;
315390 RAPOSOS;20,12;;
315400 RAUL SOARES;9,68;;
315410 RECREIO;13,72;;
315415 REDUTO;0,84;;
315420 RESENDE COSTA;6,87;;
315430 RESPLENDOR;10,08;;
315440 RESSAQUINHA;10,09;;
315445 RIACHINHO;10,8;;
315450 RIACHO DOS MACHADOS;15,58;;
315460 RIBEIRAO DAS NEVES;21,85;;
315470 RIBEIRAO VERMELHO;21,52;;
315480 RIO ACIMA;12,12;;
315490 RIO CASCA;13,42;;
315500 RIO DOCE;8,02;;
315510 RIO DO PRADO;11,27;;
315520 RIO ESPERA;7,17;;
315530 RIO MANSO;3,04;;
315540 RIO NOVO;14,27;;
315550 RIO PARANAIBA;5,41;;
315560 RIO PARDO DE MINAS;5,67;;
315570 RIO PIRACICABA;19,69;;
315580 RIO POMBA;10,9;;
315590 RIO PRETO;12,25;;
315600 RIO VERMELHO;4,96;;
315610 RITAPOLIS;11,27;;
315620 ROCHEDO DE MINAS;8,79;;
315630 RODEIRO;7,58;;
315640 ROMARIA;10,11;;
315645 ROSARIO DA LIMEIRA;5,3;;
315650 RUBELITA;10,53;;
315660 RUBIM;17;;
315670 SABARA;18,62;;
315680 SABINOPOLIS;12,9;;
315690 SACRAMENTO;5,9;;
315700 SALINAS;10,89;;
315710 SALTO DA DIVISA;20,56;;
315720 SANTA BARBARA;17,69;;
315725 SANTA BARBARA DO LESTE;4,3;;
315727 SANTA BARBARA DO MONTE VERDE;13,22;;
315730 SANTA BARBARA DO TUGURIO;3,9;;
315733 SANTA CRUZ DE MINAS;13,65;;
315737 SANTA CRUZ DE SALINAS;7,62;;
315740 SANTA CRUZ DO ESCALVADO;14,01;;
315750 SANTA EFIGENIA DE MINAS;17,8;;
315760 SANTA FE DE MINAS;16,05;;
315765 SANTA HELENA DE MINAS;15,92;;
315770 SANTA JULIANA;9,67;;
315780 SANTA LUZIA;21,95;;
315790 SANTA MARGARIDA;6,9;;
315800 SANTA MARIA DE ITABIRA;15,8;;
315810 SANTA MARIA DO SALTO;15,32;;
315820 SANTA MARIA DO SUACUI;7,2;;
315830 SANTANA DA VARGEM;2,58;;
315840 SANTANA DE CATAGUASES;8;;
315850 SANTANA DE PIRAPAMA;4,5;;
315860 SANTANA DO DESERTO;8,32;;
315870 SANTANA DO GARAMBEU;9,25;;
315880 SANTANA DO JACARE;3,31;;
315890 SANTANA DO MANHUACU;2,64;;
315895 SANTANA DO PARAISO;24,16;;
315900 SANTANA DO RIACHO;12,63;;
315910 SANTANA DOS MONTES;5,58;;
315920 SANTA RITA DE CALDAS;4,34;;
315930 SANTA RITA DE JACUTINGA;9,56;;
315935 SANTA RITA DE MINAS;3,07;;
315940 SANTA RITA DE IBITIPOCA;2,03;;
315950 SANTA RITA DO ITUETO;4,39;;
315960 SANTA RITA DO SAPUCAI;9,65;;
315970 SANTA ROSA DA SERRA;1,04;;
315980 SANTA VITORIA;9,94;;
315990 SANTO ANTONIO DO AMPARO;7,62;;
316000 SANTO ANTONIO DO AVENTUREIRO;9,9;;
316010 SANTO ANTONIO DO GRAMA;5,14;;
316020 SANTO ANTONIO DO ITAMBE;11,36;;
316030 SANTO ANTONIO DO JACINTO;17,56;;
316040 SANTO ANTONIO DO MONTE;4,35;;
316045 SANTO ANTONIO DO RETIRO;11,57;;
316050 SANTO ANTONIO DO RIO ABAIXO;12,59;;
316060 SANTO HIPOLITO;17,01;;
316070 SANTOS DUMONT;17,89;;
316080 SAO BENTO ABADE;2,47;;
316090 SAO BRAS DO SUACUI;25,16;;
316095 SAO DOMINGOS DAS DORES;1,57;;
316100 SAO DOMINGOS DO PRATA;9,57;;
316105 SAO FELIX DE MINAS;5,43;;
316110 SAO FRANCISCO;18,29;;
316120 SAO FRANCISCO DE PAULA;4,88;;
316130 SAO FRANCISCO DE SALES;10,43;;
316140 SAO FRANCISCO DO GLORIA;4,53;;
316150 SAO GERALDO;6,49;;
316160 SAO GERALDO DA PIEDADE;14,93;;
316165 SAO GERALDO DO BAIXIO;15,7;;
316170 SAO GONCALO DO ABAETE;7,2;;
316180 SAO GONCALO DO PARA;11,57;;
316190 SAO GONCALO DO RIO ABAIXO;17,72;;
316200 SAO GONCALO DO SAPUCAI;7,42;;
316210 SAO GOTARDO;5,72;;
316220 SAO JOAO BATISTA DO GLORIA;12,33;;
316225 SAO JOAO DA LAGOA;11,36;;
316230 SAO JOAO DA MATA;3,28;;
316240 SAO JOAO DA PONTE;11,63;;
316245 SAO JOAO DAS MISSOES;8,84;;
316250 SAO JOAO DEL REI;14,23;;
316255 SAO JOAO DO MANHUACU;1,78;;
316257 SAO JOAO DO MANTENINHA;14,09;;
316260 SAO JOAO DO ORIENTE;8,68;;
316265 SAO JOAO DO PACUI;5,8;;
316270 SAO JOAO DO PARAISO;12,05;;
316280 SAO JOAO EVANGELISTA;10,59;;
316290 SAO JOAO NEPOMUCENO;9,07;;
316292 SAO JOAQUIM DE BICAS;21,3;;
316294 SAO JOSE DA BARRA;6,14;;
316295 SAO JOSE DA LAPA;16,67;;
316300 SAO JOSE DA SAFIRA;12,79;;
316310 SAO JOSE DA VARGINHA;11,44;;
316320 SAO JOSE DO ALEGRE;7,44;;
316330 SAO JOSE DO DIVINO;17,81;;
316340 SAO JOSE DO GOIABAL;8,54;;
316350 SAO JOSE DO JACURI;8,44;;
316360 SAO JOSE DO MANTIMENTO;7,59;;
316370 SAO LOURENCO;12,14;;
316380 SAO MIGUEL DO ANTA;3,96;;
316390 SAO PEDRO DA UNIAO;1,4;;
316400 SAO PEDRO DOS FERROS;11;;
316410 SAO PEDRO DO SUACUI;10,25;;
316420 SAO ROMAO;16,49;;
316430 SAO ROQUE DE MINAS;2,34;;
316440 SAO SEBASTIAO DA BELA VISTA;5,7;;
316443 SAO SEBASTIAO DA VARGEM ALEGRE;2,34;;
316447 SAO SEBASTIAO DO ANTA;4,6;;
316450 SAO SEBASTIAO DO MARANHAO;4,23;;
316460 SAO SEBASTIAO DO OESTE;3,78;;
316470 SAO SEBASTIAO DO PARAISO;7,21;;
316480 SAO SEBASTIAO DO RIO PRETO;9,66;;
316490 SAO SEBASTIAO DO RIO VERDE;7,78;;
316500 SAO TIAGO;5,26;;
316510 SAO TOMAS DE AQUINO;3,25;;
316520 SAO THOME DAS LETRAS;5,29;;
316530 SAO VICENTE DE MINAS;17,92;;
316540 SAPUCAI-MIRIM;5,48;;
316550 SARDOA;24,8;;
316553 SARZEDO;19,16;;
316555 SETUBINHA;0,23;;
316556 SEM-PEIXE;4,02;;
316557 SENADOR AMARAL;7,2;;
316560 SENADOR CORTES;4,01;;
316570 SENADOR FIRMINO;4,82;;
316580 SENADOR JOSE BENTO;3,81;;
316590 SENADOR MODESTINO GONCALVES;4,73;;
316600 SENHORA DE OLIVEIRA;5,62;;
316610 SENHORA DO PORTO;9,98;;
316620 SENHORA DOS REMEDIOS;16,29;;
316630 SERICITA;4,88;;
316640 SERITINGA;21,57;;
316650 SERRA AZUL DE MINAS;5,44;;
316660 SERRA DA SAUDADE;1,71;;
316670 SERRA DOS AIMORES;19,24;;
316680 SERRA DO SALITRE;6,18;;
316690 SERRANIA;4,72;;
316695 SERRANOPOLIS DE MINAS;11,38;;
316700 SERRANOS;9,41;;
316710 SERRO;11,61;;
316720 SETE LAGOAS;16,12;;
316730 SILVEIRANIA;19,51;;
316740 SILVIANOPOLIS;2,28;;
316750 SIMAO PEREIRA;7,54;;
316760 SIMONESIA;5,15;;
316770 SOBRALIA;20,85;;
316780 SOLEDADE DE MINAS;12,66;;
316790 TABULEIRO;10,3;;
316800 TAIOBEIRAS;11,81;;
316805 TAPARUBA;4,85;;
316810 TAPIRA;2,42;;
316820 TAPIRAI;1,65;;
316830 TAQUARACU DE MINAS;6,11;;
316840 TARUMIRIM;9,54;;
316850 TEIXEIRAS;11,98;;
316860 TEOFILO OTONI;16,15;;
316870 TIMOTEO;18,43;;
316880 TIRADENTES;7,02;;
316890 TIROS;6,17;;
316900 TOCANTINS;6,46;;
316905 TOCOS DO MOJI;3,96;;
316910 TOLEDO;12,57;;
316920 TOMBOS;13,42;;
316930 TRES CORACOES;11,88;;
316935 TRES MARIAS;14,63;;
316940 TRES PONTAS;6,12;;
316950 TUMIRITINGA;10,17;;
316960 TUPACIGUARA;13,05;;
316970 TURMALINA;10,98;;
316980 TURVOLANDIA;2,53;;
316990 UBA;12,24;;
317000 UBAI;9,78;;
317005 UBAPORANGA;7,96;;
317010 UBERABA;12,22;;
317020 UBERLANDIA;13,77;;
317030 UMBURATIBA;13,11;;
317040 UNAI;11,48;;
317043 UNIAO DE MINAS;11,05;;
317047 URUANA DE MINAS;14,74;;
317050 URUCANIA;13,75;;
317052 URUCUIA;17,9;;
317057 VARGEM ALEGRE;14,08;;
317060 VARGEM BONITA;8,12;;
317065 VARGEM GRANDE DO RIO PARDO;15,36;;
317070 VARGINHA;12,75;;
317075 VARJAO DE MINAS;6,26;;
317080 VARZEA DA PALMA;20,49;;
317090 VARZELANDIA;7,23;;
317100 VAZANTE;11,54;;
317103 VERDELANDIA;16,55;;
317107 VEREDINHA;21,07;;
317110 VERISSIMO;5,77;;
317115 VERMELHO NOVO;2,85;;
317120 VESPASIANO;21,11;;
317130 VICOSA;10,81;;
317140 VIEIRAS;2,53;;
317150 MATHIAS LOBATO;20,07;;
317160 VIRGEM DA LAPA;11,16;;
317170 VIRGINIA;5,77;;
317180 VIRGINOPOLIS;8,06;;
317190 VIRGOLANDIA;10,86;;
317200 VISCONDE DO RIO BRANCO;9,84;;
317210 VOLTA GRANDE;11,87;;
317220 WENCESLAU BRAZ;12,56;;
320010 AFONSO CLAUDIO;2,72;;
320013 AGUIA BRANCA;2,56;;
320016 AGUA DOCE DO NORTE;6,09;;
320020 ALEGRE;6,88;;
320030 ALFREDO CHAVES;5,73;;
320035 ALTO RIO NOVO;4,01;;
320040 ANCHIETA;13,69;;
320050 APIACA;9,16;;
320060 ARACRUZ;16,75;;
320070 ATILIO VIVACQUA;7,5;;
320080 BAIXO GUANDU;10,38;;
320090 BARRA DE SAO FRANCISCO;7,29;;
320100 BOA ESPERANCA;8,43;;
320110 BOM JESUS DO NORTE;9,8;;
320115 BREJETUBA;0,86;;
320120 CACHOEIRO DE ITAPEMIRIM;13,65;;
320130 CARIACICA;18,13;;
320140 CASTELO;5,48;;
320150 COLATINA;8,95;;
320160 CONCEICAO DA BARRA;17,38;;
320170 CONCEICAO DO CASTELO;3,89;;
320180 DIVINO DE SAO LOURENCO;7,43;;
320190 DOMINGOS MARTINS;2,8;;
320200 DORES DO RIO PRETO;5,73;;
320210 ECOPORANGA;9,26;;
320220 FUNDAO;10,91;;
320230 GUACUI;8,74;;
320240 GUARAPARI;16,25;;
320245 IBATIBA;4,08;;
320250 IBIRACU;11,21;;
320255 IBITIRAMA;0,84;;
320260 ICONHA;6,73;;
320265 IRUPI;6,18;;
320270 ITAGUACU;4,09;;
320280 ITAPEMIRIM;10,88;;
320290 ITARANA;3,02;;
320300 IUNA;3;;
320305 JAGUARE;4,98;;
320310 JERONIMO MONTEIRO;7,75;;
320313 JOAO NEIVA;13,55;;
320316 LARANJA DA TERRA;1,06;;
320320 LINHARES;11,47;;
320330 MANTENOPOLIS;3,87;;
320332 MARATAIZES;13,02;;
320334 MARECHAL FLORIANO;5,04;;
320335 MARILANDIA;2,97;;
320340 MIMOSO DO SUL;6,08;;
320350 MONTANHA;16,05;;
320360 MUCURICI;17,02;;
320370 MUNIZ FREIRE;2,23;;
320380 MUQUI;7,92;;
320390 NOVA VENECIA;10,26;;
320400 PANCAS;5,82;;
320405 PEDRO CANARIO;18,35;;
320410 PINHEIROS;10,49;;
320420 PIUMA;12,83;;
320425 PONTO BELO;20,25;;
320430 PRESIDENTE KENNEDY;11,6;;
320435 RIO BANANAL;2,78;;
320440 RIO NOVO DO SUL;6,99;;
320450 SANTA LEOPOLDINA;5,29;;
320455 SANTA MARIA DE JETIBA;1,39;;
320460 SANTA TERESA;2,43;;
320465 SAO DOMINGOS DO NORTE;2,81;;
320470 SAO GABRIEL DA PALHA;5,44;;
320480 SAO JOSE DO CALCADO;10,85;;
320490 SAO MATEUS;13,95;;
320495 SAO ROQUE DO CANAA;3,53;;
320500 SERRA;20,5;;
320501 SOORETAMA;9,88;;
320503 VARGEM ALTA;5,59;;
320506 VENDA NOVA DO IMIGRANTE;3,28;;
320510 VIANA;17,78;;
320515 VILA PAVAO;3,06;;
320517 VILA VALERIO;3;;
320520 VILA VELHA;15,23;;
320530 VITORIA;15,65;;
330010 ANGRA DOS REIS;20,84;;
330015 APERIBE;11,66;;
330020 ARARUAMA;17,8;;
330022 AREAL;13,29;;
330023 ARMACAO DOS BUZIOS;12,83;;
330025 ARRAIAL DO CABO;12,19;;
330030 BARRA DO PIRAI;18,18;;
330040 BARRA MANSA;16,32;;
330045 BELFORD ROXO;22,64;;
330050 BOM JARDIM;13,52;;
330060 BOM JESUS DO ITABAPOANA;11,43;;
330070 CABO FRIO;16,12;;
330080 CACHOEIRAS DE MACACU;13,19;;
330090 CAMBUCI;7,62;;
330093 CARAPEBUS;13,43;;
330095 COMENDADOR LEVY GASPARIAN;16,02;;
330100 CAMPOS DOS GOYTACAZES;15,42;;
330110 CANTAGALO;8,66;;
330115 CARDOSO MOREIRA;8,84;;
330120 CARMO;11,7;;
330130 CASIMIRO DE ABREU;12,45;;
330140 CONCEICAO DE MACABU;10,82;;
330150 CORDEIRO;15,55;;
330160 DUAS BARRAS;4,8;;
330170 DUQUE DE CAXIAS;21,72;;
330180 ENGENHEIRO PAULO DE FRONTIN;14,25;;
330185 GUAPIMIRIM;17,41;;
330187 IGUABA GRANDE;14,71;;
330190 ITABORAI;20,22;;
330200 ITAGUAI;19,94;;
330205 ITALVA;12;;
330210 ITAOCARA;8,96;;
330220 ITAPERUNA;11,16;;
330225 ITATIAIA;14,08;;
330227 JAPERI;21,1;;
330230 LAJE DO MURIAE;11,41;;
330240 MACAE;11,65;;
330245 MACUCO;21,92;;
330250 MAGE;20,96;;
330260 MANGARATIBA;14,83;;
330270 MARICA;14,93;;
330280 MENDES;15,84;;
330290 MIGUEL PEREIRA;13,77;;
330300 MIRACEMA;13,99;;
330310 NATIVIDADE;10,55;;
330320 NILOPOLIS;20,25;;
330330 NITEROI;13,78;;
330340 NOVA FRIBURGO;10,31;;
330350 NOVA IGUACU;21,18;;
330360 PARACAMBI;19,9;;
330370 PARAIBA DO SUL;15,18;;
330380 PARATY;9,38;;
330385 PATY DO ALFERES;14,77;;
330390 PETROPOLIS;14,18;;
330395 PINHEIRAL;23,61;;
330400 PIRAI;18,69;;
330410 PORCIUNCULA;9,26;;
330411 PORTO REAL;19,15;;
330412 QUATIS;15,66;;
330414 QUEIMADOS;23,12;;
330415 QUISSAMA;17,45;;
330420 RESENDE;13,7;;
330430 RIO BONITO;12,09;;
330440 RIO CLARO;13,91;;
330450 RIO DAS FLORES;13,69;;
330452 RIO DAS OSTRAS;14,68;;
330455 RIO DE JANEIRO;15,55;;
330460 SANTA MARIA MADALENA;8,04;;
330470 SANTO ANTONIO DE PADUA;8,77;;
330475 SAO FRANCISCO DE ITABAPOANA;11,32;;
330480 SAO FIDELIS;10,7;;
330490 SAO GONCALO;18,2;;
330500 SAO JOAO DA BARRA;13,73;;
330510 SAO JOAO DE MERITI;20,26;;
330513 SAO JOSE DE UBA;3,07;;
330515 SAO JOSE DO VALE DO RIO PRETO;9,56;;
330520 SAO PEDRO DA ALDEIA;15,96;;
330530 SAO SEBASTIAO DO ALTO;6,43;;
330540 SAPUCAIA;10,97;;
330550 SAQUAREMA;15,58;;
330555 SEROPEDICA;19,15;;
330560 SILVA JARDIM;16,07;;
330570 SUMIDOURO;3,26;;
330575 TANGUA;21,44;;
330580 TERESOPOLIS;11,52;;
330590 TRAJANO DE MORAES;7,52;;
330600 TRES RIOS;17,97;;
330610 VALENCA;15,98;;
330615 VARRE-SAI;5,52;;
330620 VASSOURAS;12,65;;
330630 VOLTA REDONDA;18,66;;
350010 ADAMANTINA;12,43;;
350020 ADOLFO;10,87;;
350030 AGUAI;10,51;;
350040 AGUAS DA PRATA;10,56;;
350050 AGUAS DE LINDOIA;6,98;;
350055 AGUAS DE SANTA BARBARA;8,84;;
350060 AGUAS DE SAO PEDRO;13,21;;
350070 AGUDOS;19,75;;
350075 ALAMBARI;11,47;;
350080 ALFREDO MARCONDES;18,01;;
350090 ALTAIR;13,36;;
350100 ALTINOPOLIS;7,57;;
350110 ALTO ALEGRE;8,03;;
350115 ALUMINIO;23,07;;
350120 ALVARES FLORENCE;6,59;;
350130 ALVARES MACHADO;11,44;;
350140 ALVARO DE CARVALHO;5,09;;
350150 ALVINLANDIA;8,39;;
350160 AMERICANA;13,26;;
350170 AMERICO BRASILIENSE;17,32;;
350180 AMERICO DE CAMPOS;7,27;;
350190 AMPARO;9,32;;
350200 ANALANDIA;9,42;;
350210 ANDRADINA;16,46;;
350220 ANGATUBA;10,77;;
350230 ANHEMBI;11,98;;
350240 ANHUMAS;9,54;;
350250 APARECIDA;14,74;;
350260 APARECIDA D'OESTE;4,89;;
350270 APIAI;20,1;;
350275 ARACARIGUAMA;17,06;;
350280 ARACATUBA;14,7;;
350290 ARACOIABA DA SERRA;11,68;;
350300 ARAMINA;10,21;;
350310 ARANDU;9,54;;
350315 ARAPEI;8,93;;
350320 ARARAQUARA;16,38;;
350330 ARARAS;13,58;;
350335 ARCO-IRIS;5,37;;
350340 AREALVA;10,02;;
350350 AREIAS;11,87;;
350360 AREIOPOLIS;13,27;;
350370 ARIRANHA;9,21;;
350380 ARTUR NOGUEIRA;12,76;;
350390 ARUJA;22,56;;
350395 ASPASIA;5;;
350400 ASSIS;13,71;;
350410 ATIBAIA;9,84;;
350420 AURIFLAMA;10,09;;
350430 AVAI;8,98;;
350440 AVANHANDAVA;17,2;;
350450 AVARE;15,28;;
350460 BADY BASSITT;11,67;;
350470 BALBINOS;18,56;;
350480 BALSAMO;12;;
350490 BANANAL;11,66;;
350500 BARAO DE ANTONINA;9,72;;
350510 BARBOSA;7,2;;
350520 BARIRI;8,57;;
350530 BARRA BONITA;12,46;;
350535 BARRA DO CHAPEU;14,35;;
350540 BARRA DO TURVO;16,19;;
350550 BARRETOS;13,16;;
350560 BARRINHA;16,42;;
350570 BARUERI;20,63;;
350580 BASTOS;15,1;;
350590 BATATAIS;9,87;;
350600 BAURU;14,95;;
350610 BEBEDOURO;15,52;;
350620 BENTO DE ABREU;8,03;;
350630 BERNARDINO DE CAMPOS;8,93;;
350635 BERTIOGA;15,47;;
350640 BILAC;7,93;;
350650 BIRIGUI;6,89;;
350660 BIRITIBA-MIRIM;15,87;;
350670 BOA ESPERANCA DO SUL;11,94;;
350680 BOCAINA;5,74;;
350690 BOFETE;9,04;;
350700 BOITUVA;11,68;;
350710 BOM JESUS DOS PERDOES;12,15;;
350715 BOM SUCESSO DE ITARARE;26,71;;
350720 BORA;5,03;;
350730 BORACEIA;7,9;;
350740 BORBOREMA;8,84;;
350745 BOREBI;10,67;;
350750 BOTUCATU;14,32;;
350760 BRAGANCA PAULISTA;13,81;;
350770 BRAUNA;4,38;;
350775 BREJO ALEGRE;11,31;;
350780 BRODOWSKI;6,82;;
350790 BROTAS;11,39;;
350800 BURI;14,84;;
350810 BURITAMA;11,98;;
350820 BURITIZAL;5,38;;
350830 CABRALIA PAULISTA;9,14;;
350840 CABREUVA;13,37;;
350850 CACAPAVA;20,76;;
350860 CACHOEIRA PAULISTA;15,92;;
350870 CACONDE;5,51;;
350880 CAFELANDIA;8,97;;
350890 CAIABU;8,74;;
350900 CAIEIRAS;21,05;;
350910 CAIUA;7,41;;
350920 CAJAMAR;22,66;;
350925 CAJATI;21,59;;
350930 CAJOBI;15,6;;
350940 CAJURU;11,6;;
350945 CAMPINA DO MONTE ALEGRE;14,64;;
350950 CAMPINAS;15,44;;
350960 CAMPO LIMPO PAULISTA;20,81;;
350970 CAMPOS DO JORDAO;9,78;;
350980 CAMPOS NOVOS PAULISTA;6,84;;
350990 CANANEIA;14,65;;
350995 CANAS;13,27;;
351000 CANDIDO MOTA;13,97;;
351010 CANDIDO RODRIGUES;6,73;;
351015 CANITAR;5,15;;
351020 CAPAO BONITO;19,61;;
351030 CAPELA DO ALTO;13,19;;
351040 CAPIVARI;10,15;;
351050 CARAGUATATUBA;17,97;;
351060 CARAPICUIBA;21,91;;
351070 CARDOSO;13,59;;
351080 CASA BRANCA;12,81;;
351090 CASSIA DOS COQUEIROS;1,69;;
351100 CASTILHO;19,68;;
351110 CATANDUVA;14,67;;
351120 CATIGUA;15,73;;
351130 CEDRAL;13,71;;
351140 CERQUEIRA CESAR;9,82;;
351150 CERQUILHO;10,36;;
351160 CESARIO LANGE;7,48;;
351170 CHARQUEADA;7,93;;
351190 CLEMENTINA;7,92;;
351200 COLINA;14,31;;
351210 COLOMBIA;11,41;;
351220 CONCHAL;10,21;;
351230 CONCHAS;8,95;;
351240 CORDEIROPOLIS;14,33;;
351250 COROADOS;7,85;;
351260 CORONEL MACEDO;6,54;;
351270 CORUMBATAI;10,75;;
351280 COSMOPOLIS;22,19;;
351290 COSMORAMA;7,06;;
351300 COTIA;20,17;;
351310 CRAVINHOS;11,79;;
351320 CRISTAIS PAULISTA;4,6;;
351330 CRUZALIA;17,86;;
351340 CRUZEIRO;20,8;;
351350 CUBATAO;24,24;;
351360 CUNHA;8,48;;
351370 DESCALVADO;14,23;;
351380 DIADEMA;21,79;;
351385 DIRCE REIS;5,58;;
351390 DIVINOLANDIA;3,34;;
351400 DOBRADA;20,57;;
351410 DOIS CORREGOS;8,94;;
351420 DOLCINOPOLIS;7,78;;
351430 DOURADO;9,02;;
351440 DRACENA;14,14;;
351450 DUARTINA;9,98;;
351460 DUMONT;8,73;;
351470 ECHAPORA;7,2;;
351480 ELDORADO;17,96;;
351490 ELIAS FAUSTO;12,93;;
351492 ELISIARIO;13,52;;
351495 EMBAUBA;22,9;;
351500 EMBU DAS ARTES;24,28;;
351510 EMBU-GUACU;20,73;;
351512 EMILIANOPOLIS;13,56;;
351515 ENGENHEIRO COELHO;6,84;;
351518 ESPIRITO SANTO DO PINHAL;9,34;;
351519 ESPIRITO SANTO DO TURVO;9,43;;
351520 ESTRELA D'OESTE;8,97;;
351530 ESTRELA DO NORTE;7,3;;
351535 EUCLIDES DA CUNHA PAULISTA;15,62;;
351540 FARTURA;8,35;;
351550 FERNANDOPOLIS;12,28;;
351560 FERNANDO PRESTES;8,24;;
351565 FERNAO;5,78;;
351570 FERRAZ DE VASCONCELOS;23,49;;
351580 FLORA RICA;8,53;;
351590 FLOREAL;10,73;;
351600 FLORIDA PAULISTA;8,07;;
351610 FLORINIA;16,24;;
351620 FRANCA;7,91;;
351630 FRANCISCO MORATO;23,33;;
351640 FRANCO DA ROCHA;26;;
351650 GABRIEL MONTEIRO;5,51;;
351660 GALIA;13,78;;
351670 GARCA;11,81;;
351680 GASTAO VIDIGAL;8,37;;
351685 GAVIAO PEIXOTO;9,42;;
351690 GENERAL SALGADO;9,83;;
351700 GETULINA;15,09;;
351710 GLICERIO;13,89;;
351720 GUAICARA;11,44;;
351730 GUAIMBE;15,17;;
351740 GUAIRA;14,66;;
351750 GUAPIACU;9,81;;
351760 GUAPIARA;14,13;;
351770 GUARA;8,88;;
351780 GUARACAI;10,02;;
351790 GUARACI;13,9;;
351800 GUARANI D'OESTE;16,43;;
351810 GUARANTA;11,93;;
351820 GUARARAPES;12,95;;
351830 GUARAREMA;15;;
351840 GUARATINGUETA;15,93;;
351850 GUAREI;9,84;;
351860 GUARIBA;16,51;;
351870 GUARUJA;20,88;;
351880 GUARULHOS;21,17;;
351885 GUATAPARA;12,62;;
351890 GUZOLANDIA;13,58;;
351900 HERCULANDIA;15,31;;
351905 HOLAMBRA;5,1;;
351907 HORTOLANDIA;20,96;;
351910 IACANGA;12,84;;
351920 IACRI;14,43;;
351925 IARAS;7,11;;
351930 IBATE;10,72;;
351940 IBIRA;11,88;;
351950 IBIRAREMA;6,57;;
351960 IBITINGA;10,03;;
351970 IBIUNA;12,6;;
351980 ICEM;17,71;;
351990 IEPE;14,9;;
352000 IGARACU DO TIETE;11,84;;
352010 IGARAPAVA;13,91;;
352020 IGARATA;9,89;;
352030 IGUAPE;17,6;;
352040 ILHABELA;13,49;;
352042 ILHA COMPRIDA;20,28;;
352044 ILHA SOLTEIRA;15,42;;
352050 INDAIATUBA;14,45;;
352060 INDIANA;12,18;;
352070 INDIAPORA;8,56;;
352080 INUBIA PAULISTA;8,8;;
352090 IPAUSSU;7,14;;
352100 IPERO;18,68;;
352110 IPEUNA;8,51;;
352115 IPIGUA;11,26;;
352120 IPORANGA;14,67;;
352130 IPUA;16,06;;
352140 IRACEMAPOLIS;11,56;;
352150 IRAPUA;8,92;;
352160 IRAPURU;9,4;;
352170 ITABERA;11,35;;
352180 ITAI;14,62;;
352190 ITAJOBI;9,12;;
352200 ITAJU;7,87;;
352210 ITANHAEM;20,71;;
352215 ITAOCA;8,7;;
352220 ITAPECERICA DA SERRA;22,41;;
352230 ITAPETININGA;15,28;;
352240 ITAPEVA;17,1;;
352250 ITAPEVI;25,02;;
352260 ITAPIRA;10,69;;
352265 ITAPIRAPUA PAULISTA;17,36;;
352270 ITAPOLIS;10,62;;
352280 ITAPORANGA;11,12;;
352290 ITAPUI;11,18;;
352300 ITAPURA;29,72;;
352310 ITAQUAQUECETUBA;25,6;;
352320 ITARARE;16,36;;
352330 ITARIRI;13,73;;
352340 ITATIBA;10,77;;
352350 ITATINGA;14,51;;
352360 ITIRAPINA;11,39;;
352370 ITIRAPUA;6,75;;
352380 ITOBI;9,5;;
352390 ITU;15,11;;
352400 ITUPEVA;13,04;;
